loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_status
1273,4340,Home,3094223.51,9.5,Closed
1274,3206,Auto,2495208.78,13.92,Active
1275,3405,Home,4371061.35,14.01,Active
1276,350,Education,2902306.48,7.01,Active
1277,1638,Auto,194037.36,9.63,Closed
1278,1690,Personal,4571819.4,10.59,Closed
1279,1902,Personal,877770.38,15.52,Active
1280,9870,Auto,2709598.17,13.96,Active
1281,9955,Personal,198373.06,15.05,Closed
1282,4890,Personal,2778135.1,15.29,Active
1283,360,Auto,2781969.9,14.89,Active
1284,1256,Education,4238377.88,12.56,Active
1285,2585,Education,2531041.39,16.21,Defaulted
1286,4009,Home,4900079.81,7.87,Active
1287,3587,Home,4056244.4,15.0,Closed
1288,1621,Auto,1434020.7,9.7,Active
1289,9916,Education,3065712.63,7.37,Active
1290,6041,Education,2363951.3,16.27,Closed
1291,3093,Personal,1392935.94,8.99,Active
1292,5802,Home,3560472.59,16.97,Closed
1293,5100,Home,4507809.71,14.8,Closed
1294,3096,Education,1950819.0,16.7,Closed
1295,8840,Personal,903119.29,14.06,Closed
1296,3264,Education,4259772.55,14.25,Closed
1297,8006,Personal,3288923.59,12.99,Active
1298,1289,Education,4396958.34,9.44,Closed
1299,2913,Home,4181244.51,14.76,Closed
1300,9186,Home,3852983.06,11.48,Defaulted
1301,3227,Personal,1335710.17,17.49,Active
1302,6561,Education,3218889.37,15.07,Active
1303,1351,Auto,70827.25,10.83,Active
1304,9764,Personal,3672796.12,14.65,Closed
1305,5783,Education,247715.75,9.74,Active
1306,9901,Auto,2196745.36,15.67,Active
1307,467,Home,3898159.31,14.99,Defaulted
1308,2151,Auto,896672.06,8.09,Active
1309,7554,Education,1676208.24,12.33,Active
1310,897,Auto,4449620.97,7.91,Defaulted
1311,875,Auto,2963767.34,11.18,Active
1312,1728,Personal,557956.74,14.85,Active
1313,5417,Education,3440462.24,8.85,Active
1314,2857,Auto,4643509.51,15.31,Closed
1315,2275,Auto,3828866.07,8.29,Active
1316,7127,Education,2304719.21,16.86,Defaulted
1317,2471,Auto,3344567.15,17.1,Active
1318,8434,Auto,1299862.83,10.49,Active
1319,8058,Home,1343148.89,12.78,Active
1320,7756,Personal,3597882.61,16.02,Closed
1321,3093,Personal,1042287.05,15.12,Closed
1322,8552,Auto,993357.69,7.46,Active
1323,2054,Home,2635782.35,16.24,Defaulted
1324,5867,Education,4474758.6,13.56,Closed
1325,9947,Personal,3761158.03,14.38,Active
1326,9809,Auto,116445.58,16.59,Active
1327,7417,Education,1743726.25,8.07,Active
1328,373,Personal,2933918.67,8.06,Active
1329,1443,Auto,376653.66,12.41,Active
1330,5154,Auto,1575297.39,8.38,Active
1331,5130,Auto,4129514.21,16.81,Active
1332,775,Auto,1459671.42,7.77,Active
1333,9796,Auto,2808111.84,12.15,Active
1334,8267,Auto,3791965.51,13.59,Active
1335,8894,Personal,3522431.64,13.88,Defaulted
1336,3281,Auto,2639159.41,11.41,Active
1337,7368,Personal,4963322.57,14.99,Active
1338,7104,Personal,3614919.49,13.09,Active
1339,5862,Personal,4050616.36,7.98,Active
1340,7614,Home,1942892.18,14.37,Active
1341,2784,Home,1926394.15,14.37,Active
1342,3379,Personal,1716035.18,9.63,Active
1343,7148,Auto,3337493.48,9.43,Defaulted
1344,111,Auto,4467765.81,10.01,Active
1345,5511,Auto,1551044.06,17.09,Closed
1346,7119,Education,1494132.43,16.06,Active
1347,2785,Personal,399308.51,15.18,Active
1348,5652,Home,2799107.78,7.2,Active
1349,1258,Auto,4082141.15,11.24,Active
1350,6851,Personal,485191.16,16.79,Active
1351,1009,Home,2539236.36,15.63,Active
1352,5222,Education,1835118.49,13.59,Active
1353,7791,Education,1376209.16,11.71,Active
1354,1075,Education,632501.26,15.28,Closed
1355,1349,Auto,4832501.44,9.72,Closed
1356,523,Personal,2763434.67,15.52,Active
1357,255,Education,3941067.32,13.44,Active
1358,4967,Education,4482803.12,7.67,Active
1359,9827,Home,2941127.03,14.66,Closed
1360,9100,Personal,4112426.12,7.81,Active
1361,1661,Auto,323224.85,9.94,Defaulted
1362,7551,Education,1616284.3,13.46,Closed
1363,527,Personal,2669503.82,17.06,Defaulted
1364,9529,Home,1684114.85,16.31,Closed
1365,3967,Home,2281192.18,7.37,Active
1366,8764,Auto,1134564.33,8.35,Active
1367,2047,Personal,1281196.67,17.08,Active
1368,9788,Personal,1938662.6,15.51,Active
1369,3070,Personal,1445752.65,13.53,Active
1370,150,Education,2540015.67,15.62,Active
1371,6300,Auto,1001366.65,8.97,Active
1372,354,Auto,4303666.82,17.94,Active
1373,7647,Personal,4327949.04,15.21,Active
1374,9962,Home,3260145.88,13.61,Active
1375,4413,Education,4780496.49,10.45,Active
1376,9890,Home,4543523.55,7.68,Closed
1377,7055,Personal,1187102.66,15.43,Active
1378,8420,Home,2966722.62,17.67,Active
1379,714,Personal,3156149.97,15.45,Active
1380,9640,Personal,1266731.94,13.04,Closed
1381,5702,Personal,4850649.78,8.71,Defaulted
1382,4928,Education,4416229.62,7.7,Active
1383,293,Home,2413272.69,14.7,Active
1384,7828,Personal,1938220.16,12.31,Active
1385,3934,Auto,3424370.33,14.12,Closed
1386,847,Personal,4872343.19,9.2,Closed
1387,8320,Education,3678940.58,10.47,Active
1388,5879,Personal,3901034.13,16.34,Active
1389,6903,Home,4941089.48,13.52,Closed
1390,4397,Personal,2302808.06,8.54,Active
1391,2773,Home,2466113.59,15.29,Active
1392,2988,Personal,837101.9,14.63,Active
1393,4667,Education,72364.51,14.34,Defaulted
1394,8396,Home,4629004.72,12.84,Active
1395,305,Home,451368.69,7.32,Active
1396,2188,Education,3654713.73,14.42,Defaulted
1397,5697,Auto,2289686.73,12.87,Active
1398,9464,Auto,994072.62,9.36,Closed
1399,6930,Personal,1607964.1,7.14,Closed
1400,7056,Education,2388240.74,17.5,Active
1401,4692,Personal,2082331.68,9.38,Closed
1402,6948,Auto,974677.7,7.96,Active
1403,5669,Personal,4366371.33,15.24,Active
1404,8481,Personal,2637776.34,13.44,Active
1405,6516,Auto,2658906.83,13.38,Active
1406,4278,Personal,2859290.85,17.76,Active
1407,2097,Personal,1999858.1,17.71,Active
1408,4837,Auto,932615.75,8.17,Active
1409,8888,Home,3002407.23,9.36,Closed
1410,4297,Personal,3666464.27,15.84,Active
1411,3075,Home,3269953.4,17.67,Active
1412,6968,Personal,90100.66,16.37,Active
1413,2351,Home,4191942.72,16.59,Active
1414,9601,Education,1437789.18,7.7,Active
1415,1880,Auto,308923.88,9.2,Active
1416,1458,Home,1853710.41,10.17,Active
1417,4655,Auto,1334228.33,11.73,Defaulted
1418,7243,Education,1626843.33,7.73,Active
1419,3837,Education,3463182.32,12.58,Active
1420,5865,Auto,3510512.34,8.6,Active
1421,6981,Home,537613.84,14.74,Active
1422,9710,Education,2124277.15,15.22,Active
1423,1637,Auto,3359096.04,11.79,Active
1424,5851,Personal,2174015.58,8.73,Active
1425,7656,Auto,1361314.05,8.02,Active
1426,187,Auto,757331.78,15.39,Active
1427,569,Home,3963541.63,15.18,Active
1428,6346,Education,2964786.63,12.16,Active
1429,8962,Auto,4391476.74,8.12,Defaulted
1430,1485,Personal,4647698.08,11.46,Active
1431,6200,Education,4229385.56,14.48,Active
1432,2146,Home,2580665.24,14.35,Active
1433,217,Auto,1685322.89,15.51,Active
1434,4345,Home,2986968.96,7.45,Defaulted
1435,9893,Home,4176738.32,13.24,Active
1436,9196,Personal,4226783.37,7.01,Active
1437,2849,Home,4975602.15,11.79,Active
1438,9737,Home,3634626.02,12.5,Active
1439,7727,Home,3880852.79,15.83,Active
1440,6017,Home,362380.42,9.75,Active
1441,4275,Auto,3637827.14,8.99,Active
1442,6550,Education,71126.08,16.44,Closed
1443,7798,Education,4572716.26,11.12,Active
1444,3492,Auto,4242541.12,8.82,Active
1445,9399,Home,2682005.47,9.8,Active
1446,6428,Home,1898905.36,10.87,Active
1447,3155,Home,3980966.29,7.94,Active
1448,993,Personal,3284947.2,15.08,Active
1449,5154,Education,2130437.29,8.67,Active
1450,3379,Personal,1149211.43,7.82,Active
1451,7755,Home,3941266.74,7.07,Active
1452,4468,Home,1590571.38,12.07,Active
1453,5306,Personal,1695561.26,15.54,Closed
1454,4454,Auto,1760001.47,17.85,Active
1455,5503,Auto,2114968.92,10.09,Active
1456,9109,Personal,222693.51,10.73,Closed
1457,358,Auto,1610367.12,12.16,Active
1458,9954,Personal,1322427.14,15.16,Defaulted
1459,6847,Personal,4270218.74,16.48,Active
1460,5222,Home,90832.88,10.14,Active
1461,3371,Education,4030362.25,16.99,Active
1462,2563,Personal,4049364.36,16.93,Active
1463,5285,Personal,2281109.19,7.04,Active
1464,4561,Personal,1059174.52,16.36,Closed
1465,9391,Education,4285617.58,7.28,Active
1466,2970,Auto,2702447.82,10.9,Active
1467,1904,Home,210048.49,17.68,Active
1468,2166,Auto,2276597.36,12.13,Active
1469,3112,Education,318301.66,12.03,Closed
1470,5402,Education,4814928.74,14.75,Closed
1471,4403,Personal,4862439.46,9.4,Closed
1472,1556,Home,4465685.57,14.22,Closed
1473,4531,Auto,1399017.44,7.4,Active
1474,1846,Personal,3447271.09,9.44,Closed
1475,5297,Personal,2320345.25,17.12,Defaulted
1476,8542,Auto,541861.88,8.15,Active
1477,4824,Personal,4066614.71,8.41,Active
1478,1798,Personal,4485933.63,9.44,Active
1479,4340,Home,4386837.27,16.37,Closed
1480,5184,Education,1602953.75,12.84,Defaulted
1481,5052,Home,332084.31,11.13,Active
1482,863,Personal,3284455.53,7.46,Active
1483,9948,Education,3237525.49,12.6,Active
1484,8875,Education,901555.53,15.37,Active
1485,3948,Personal,868880.72,17.65,Active
1486,3370,Auto,763288.74,17.18,Active
1487,1407,Home,2739948.07,10.58,Active
1488,4827,Auto,721970.68,12.16,Active
1489,7907,Auto,3881767.61,16.38,Defaulted
1490,8870,Personal,3886638.93,11.59,Defaulted
1491,382,Education,3099575.66,8.67,Active
1492,3810,Home,4017793.55,14.24,Active
1493,5178,Home,2046782.22,17.25,Active
1494,1029,Education,3345731.77,14.09,Active
1495,1568,Education,1974814.31,11.92,Defaulted
1496,642,Auto,4745109.76,11.19,Closed
1497,734,Home,3901781.95,9.43,Active
1498,6408,Home,1842931.78,13.61,Active
1499,2427,Home,4538106.82,13.5,Active
1500,6422,Auto,258105.02,7.78,Active
1501,4114,Personal,3135099.82,11.43,Active
1502,1937,Education,358525.01,16.34,Active
1503,1846,Home,3338584.39,16.01,Active
1504,3751,Personal,3782786.03,17.05,Closed
1505,9835,Auto,4536509.35,13.67,Active
1506,3295,Education,297965.8,10.76,Closed
1507,2915,Education,4110301.28,13.99,Active
1508,5599,Education,1523634.56,13.42,Active
1509,8125,Home,4416876.64,7.3,Active
1510,7424,Education,4502502.4,14.61,Closed
1511,6648,Auto,1879036.17,15.43,Active
1512,3789,Auto,756219.99,8.64,Defaulted
1513,4978,Education,1749058.17,15.51,Active
1514,1564,Personal,1113080.62,17.81,Active
1515,1917,Auto,1084299.94,10.3,Closed
1516,3444,Home,1529861.16,9.42,Active
1517,3394,Auto,3951997.68,13.66,Closed
1518,1364,Home,3674683.85,15.3,Active
1519,8990,Education,2784055.85,7.57,Active
1520,8483,Home,182434.46,10.92,Defaulted
1521,9649,Home,911920.01,13.1,Active
1522,2578,Auto,4376275.3,11.9,Active
1523,6773,Auto,376221.01,11.32,Closed
1524,5251,Home,2422805.72,11.27,Closed
1525,9754,Education,4695786.7,13.47,Active
1526,7894,Auto,810719.85,16.07,Defaulted
1527,4092,Personal,3729112.83,17.97,Defaulted
1528,8484,Home,2870245.11,9.41,Active
1529,5014,Education,4777148.5,13.21,Active
1530,5730,Personal,3312658.89,16.07,Active
1531,7086,Personal,1461236.49,16.85,Active
1532,4637,Personal,4023241.31,14.07,Active
1533,2379,Auto,3475999.88,17.66,Active
1534,4327,Home,4281648.51,14.53,Closed
1535,6172,Education,3656063.49,15.33,Active
1536,8735,Education,3591304.21,14.59,Active
1537,636,Home,3485798.64,9.26,Active
1538,7149,Auto,2235547.55,10.41,Active
1539,5449,Education,856893.35,16.6,Active
1540,475,Personal,63115.7,10.97,Active
1541,8459,Personal,2152555.79,16.18,Active
1542,9562,Auto,2171735.48,11.1,Active
1543,934,Auto,2553156.81,9.9,Active
1544,8405,Auto,4576534.07,13.43,Active
1545,3774,Home,4546239.69,10.59,Closed
1546,7423,Auto,836761.81,8.02,Active
1547,8957,Education,4419710.68,17.25,Active
1548,5589,Auto,3307199.94,7.87,Active
1549,1675,Auto,1582797.09,9.72,Active
1550,799,Auto,3581555.97,11.79,Active
1551,6038,Education,3535672.81,13.92,Closed
1552,7,Home,3622696.94,13.82,Active
1553,1886,Personal,2756027.09,17.42,Active
1554,4926,Auto,2175762.52,15.96,Defaulted
1555,5104,Home,3957499.32,15.02,Active
1556,810,Auto,1604121.64,12.14,Closed
1557,5580,Home,1158414.69,8.74,Active
1558,7645,Personal,2095327.27,15.13,Active
1559,5102,Personal,1379278.01,9.39,Active
1560,3931,Education,3881567.24,8.37,Active
1561,3781,Home,4253114.71,8.64,Active
1562,2107,Personal,2385574.34,7.43,Active
1563,2246,Auto,1400639.3,15.33,Defaulted
1564,9220,Auto,2422515.72,15.29,Active
1565,692,Personal,3217236.91,11.17,Closed
1566,5703,Auto,4091985.73,13.31,Active
1567,667,Personal,1088951.33,8.14,Active
1568,6087,Education,741101.52,12.86,Active
1569,5130,Auto,644997.4,17.27,Closed
1570,255,Personal,2178046.76,14.84,Active
1571,408,Auto,3916879.62,7.72,Closed
1572,5397,Personal,2015595.69,13.89,Active
1573,7295,Education,3119421.64,10.55,Closed
1574,6225,Home,2372116.45,10.37,Active
1575,1002,Auto,3450716.81,13.24,Active
1576,3150,Auto,2489717.98,11.24,Active
1577,127,Auto,1053258.16,9.88,Active
1578,5161,Personal,1687957.24,7.01,Active
1579,9959,Education,1988162.15,12.87,Active
1580,6243,Education,400088.39,10.41,Active
1581,2999,Education,3049656.01,16.17,Defaulted
1582,4206,Personal,4275023.22,14.69,Closed
1583,3198,Personal,1889387.49,8.81,Closed
1584,4972,Auto,1701870.82,13.93,Active
1585,6930,Education,3011215.07,13.55,Active
1586,2652,Education,1422682.91,8.98,Defaulted
1587,8235,Personal,1466579.53,13.03,Closed
1588,6978,Personal,4517371.12,15.9,Closed
1589,7587,Auto,2830635.4,16.48,Closed
1590,4386,Personal,4640645.13,15.61,Active
1591,7930,Education,4523240.25,15.8,Defaulted
1592,4170,Education,4883759.8,14.4,Active
1593,1196,Education,2493807.85,7.22,Active
1594,6090,Education,1523488.78,10.59,Active
1595,9890,Personal,4926751.2,8.31,Active
1596,3059,Home,4958249.13,8.58,Active
1597,3993,Auto,3731710.49,9.1,Active
1598,998,Auto,864950.97,17.04,Defaulted
1599,8179,Personal,3674806.81,9.21,Active
1600,6712,Auto,2844607.97,12.14,Defaulted
1601,6067,Home,2129437.01,11.23,Active
1602,4807,Home,1958558.82,15.99,Active
1603,2069,Auto,131906.03,9.73,Closed
1604,9056,Home,3488983.48,9.34,Active
1605,1000,Home,4849392.8,15.47,Active
1606,4311,Home,1250813.47,11.33,Defaulted
1607,4654,Personal,1848311.86,8.34,Active
1608,7928,Auto,2856364.29,7.06,Active
1609,2013,Home,1410208.19,8.19,Closed
1610,4941,Home,97922.73,13.07,Closed
1611,2024,Personal,3917734.65,16.41,Defaulted
1612,6239,Auto,4115801.99,7.97,Closed
1613,7502,Home,828650.81,10.9,Closed
1614,720,Home,104778.55,12.18,Defaulted
1615,4556,Personal,3754709.55,16.12,Active
1616,7811,Home,2756719.3,7.39,Active
1617,9134,Education,1726187.13,14.69,Active
1618,8773,Home,3172756.14,16.12,Active
1619,5708,Education,4912501.77,14.3,Closed
1620,5164,Education,3690679.19,9.01,Active
1621,3391,Education,3151559.29,13.09,Active
1622,6866,Education,1958304.9,9.72,Closed
1623,4352,Education,4588518.72,10.41,Active
1624,5771,Education,1910830.62,14.86,Active
1625,7023,Personal,1180008.82,11.21,Closed
1626,5780,Auto,2735403.05,17.84,Closed
1627,226,Personal,2466597.24,10.85,Active
1628,8621,Auto,3277789.16,16.67,Active
1629,2703,Home,1856166.39,10.75,Active
1630,2136,Home,1855024.68,11.56,Active
1631,9893,Education,855529.47,14.8,Active
1632,104,Home,99646.07,13.6,Active
1633,6718,Education,1475283.94,15.76,Closed
1634,7190,Home,195926.26,10.66,Active
1635,9207,Education,2658741.09,7.19,Active
1636,3411,Personal,4544661.79,14.06,Active
1637,7490,Personal,3666234.99,14.56,Closed
1638,6339,Education,2150683.49,13.81,Active
1639,9806,Home,866649.96,10.86,Closed
1640,3625,Personal,2179078.59,11.89,Active
1641,6855,Education,4927667.41,11.08,Closed
1642,752,Auto,726201.11,11.44,Closed
1643,9501,Education,3160752.11,9.78,Active
1644,2717,Auto,1404222.9,7.16,Active
1645,9353,Education,1534183.12,13.07,Closed
1646,1166,Education,3244371.5,13.09,Closed
1647,5953,Personal,3282777.84,7.2,Defaulted
1648,4554,Auto,895957.84,8.69,Active
1649,5370,Home,1510095.25,7.24,Active
1650,9456,Personal,205363.61,10.68,Active
1651,2103,Education,2283178.26,12.52,Active
1652,3629,Personal,4904363.15,15.01,Active
1653,94,Personal,2608705.43,15.14,Active
1654,737,Auto,2260260.93,15.89,Active
1655,8530,Personal,1451125.46,13.29,Active
1656,9206,Personal,3467669.8,9.71,Active
1657,8896,Auto,1090920.24,12.94,Closed
1658,7828,Auto,3542496.01,12.67,Closed
1659,5110,Home,2617374.05,12.46,Active
1660,2378,Education,3874819.1,9.44,Closed
1661,8318,Personal,4488160.57,16.77,Closed
1662,8644,Home,1863671.1,16.99,Active
1663,2768,Education,2510809.18,13.01,Active
1664,6610,Auto,287637.77,12.27,Active
1665,9341,Personal,377194.12,11.08,Active
1666,9817,Auto,2410256.44,16.45,Defaulted
1667,9719,Home,3471405.33,10.84,Active
1668,4392,Education,4972431.41,10.83,Active
1669,5041,Education,555492.31,16.15,Active
1670,7482,Auto,4107307.39,16.45,Closed
1671,2350,Personal,2735211.38,8.26,Active
1672,4476,Auto,107318.57,11.99,Active
1673,3336,Auto,810954.21,8.44,Active
1674,1760,Home,1575260.37,14.21,Active
1675,2749,Home,4401241.14,11.28,Active
1676,5407,Home,170799.05,17.87,Active
1677,1332,Education,4542372.76,16.14,Active
1678,835,Education,2455114.61,15.24,Active
1679,9537,Auto,1849578.65,9.55,Active
1680,912,Education,4078439.12,10.66,Active
1681,2819,Personal,837900.2,10.58,Active
1682,1047,Auto,4866334.14,12.56,Active
1683,9086,Education,3483666.04,12.82,Active
1684,7631,Education,455698.58,14.26,Active
1685,7158,Auto,4348354.88,8.39,Active
1686,5078,Home,3251894.95,14.9,Active
1687,4589,Home,1544451.82,15.3,Active
1688,5383,Home,2147239.27,14.44,Active
1689,9025,Home,2106861.43,10.94,Active
1690,5120,Education,487519.72,7.48,Active
1691,5615,Personal,2555690.8,12.44,Active
1692,2633,Auto,558393.15,11.25,Active
1693,2621,Personal,1074675.49,7.55,Active
1694,5980,Auto,138913.59,17.6,Active
1695,5266,Education,1189132.39,10.04,Active
1696,4717,Personal,4026877.42,11.68,Active
1697,8197,Auto,2775513.36,17.65,Closed
1698,478,Education,4618307.47,17.72,Active
1699,776,Personal,1319667.98,14.84,Active
1700,5437,Auto,2375220.23,16.96,Active
1701,5642,Home,4325463.7,10.36,Active
1702,897,Auto,3556728.63,10.67,Active
1703,6608,Auto,3622452.63,12.85,Closed
1704,1845,Education,2368536.94,13.11,Closed
1705,9137,Personal,693528.32,10.33,Active
1706,5158,Auto,1413927.39,11.11,Active
1707,9570,Personal,1362050.55,15.55,Active
1708,8443,Auto,932349.05,17.72,Active
1709,2957,Home,4421834.09,7.8,Active
1710,8067,Personal,4487574.34,12.42,Active
1711,2352,Personal,198577.39,10.88,Closed
1712,5867,Personal,654031.27,11.32,Defaulted
1713,4068,Home,4851631.34,16.26,Active
1714,9201,Personal,3662601.93,8.52,Active
1715,2001,Home,1246102.62,7.59,Active
1716,3264,Personal,269955.35,9.87,Active
1717,2924,Auto,3556922.36,13.47,Active
1718,5766,Education,3632311.55,14.98,Defaulted
1719,5252,Auto,760546.08,9.35,Active
1720,2038,Personal,688590.7,12.33,Active
1721,9034,Personal,4341535.57,7.76,Active
1722,9619,Education,305512.37,13.5,Active
1723,3257,Personal,1417903.17,11.74,Active
1724,787,Education,4371024.49,15.92,Closed
1725,1663,Education,2231154.52,12.75,Active
1726,630,Home,4379547.49,15.89,Defaulted
1727,7254,Home,692746.82,8.84,Active
1728,8859,Education,199752.24,12.34,Active
1729,291,Education,3269019.56,11.71,Active
1730,9535,Personal,2236188.69,17.66,Closed
1731,3286,Education,2631047.75,16.97,Active
1732,8577,Home,3559165.29,12.95,Active
1733,1253,Personal,3429494.82,10.42,Defaulted
1734,610,Home,3604188.98,17.96,Defaulted
1735,6527,Education,3310069.6,16.56,Active
1736,7549,Education,1562355.09,14.74,Closed
1737,7384,Auto,2950493.6,10.12,Active
1738,581,Education,4091899.21,7.16,Active
1739,5588,Home,2919786.64,15.63,Closed
1740,9497,Auto,2006968.8,15.09,Active
1741,5074,Personal,832631.21,16.3,Active
1742,9240,Home,133123.2,13.33,Active
1743,5169,Home,1530370.5,15.07,Active
1744,2128,Auto,4000055.34,7.37,Closed
1745,9673,Personal,4747732.84,17.56,Active
1746,1451,Auto,156398.51,17.11,Active
1747,3289,Education,994025.77,17.83,Active
1748,8185,Home,3738923.52,16.25,Closed
1749,7301,Education,1135604.48,17.16,Closed
1750,4507,Auto,4686364.26,15.57,Active
1751,7472,Personal,4873925.85,9.49,Active
1752,269,Auto,4485987.82,13.95,Active
1753,2598,Home,2306466.82,11.44,Active
1754,9175,Home,4538239.3,15.81,Active
1755,9279,Home,712317.7,9.48,Active
1756,3007,Personal,478726.24,11.43,Active
1757,6264,Home,3760760.6,12.97,Defaulted
1758,8903,Education,2156078.32,11.97,Active
1759,5008,Auto,4243125.99,16.8,Defaulted
1760,3944,Education,1725956.35,7.94,Active
1761,1887,Education,152035.26,14.48,Active
1762,9080,Auto,1551051.68,17.15,Active
1763,824,Home,3829209.07,11.37,Active
1764,2450,Home,584237.23,13.86,Closed
1765,4887,Education,2806789.66,16.26,Active
1766,5180,Home,671122.36,10.62,Active
1767,9944,Education,1603310.36,10.62,Active
1768,6068,Home,3562628.81,13.21,Active
1769,4901,Home,3403472.69,15.43,Active
1770,8830,Auto,4512199.97,10.92,Active
1771,3412,Auto,2997692.43,9.52,Closed
1772,4588,Personal,1515196.87,12.88,Closed
1773,2830,Personal,3744291.78,14.81,Defaulted
1774,2608,Personal,4027383.8,12.54,Defaulted
1775,829,Personal,4459260.16,13.59,Active
1776,9898,Education,455605.14,8.72,Defaulted
1777,2956,Personal,1401805.2,16.27,Active
1778,8966,Auto,3442736.82,17.04,Active
1779,7350,Education,1538643.75,7.71,Active
1780,4224,Home,3829967.76,11.96,Active
1781,8842,Home,1312330.43,9.32,Closed
1782,8596,Home,3845794.7,8.03,Active
1783,9288,Auto,974565.53,9.8,Active
1784,3135,Home,2420931.36,14.02,Active
1785,9628,Personal,2749299.15,17.39,Active
1786,1808,Education,439039.84,10.23,Closed
1787,609,Personal,361780.27,12.66,Active
1788,3615,Personal,2243329.18,15.84,Active
1789,728,Home,1627972.38,15.66,Closed
1790,6369,Auto,1532328.9,7.11,Closed
1791,6971,Home,4352208.99,11.5,Closed
1792,7249,Education,4936968.77,12.56,Defaulted
1793,1702,Education,2800415.17,17.45,Active
1794,9459,Education,4664311.83,15.56,Active
1795,5863,Education,290541.57,10.03,Active
1796,1961,Home,1543447.88,9.46,Defaulted
1797,4493,Auto,4359833.88,15.37,Closed
1798,6009,Education,4659693.55,11.79,Closed
1799,7137,Auto,1923939.54,9.8,Closed
1800,8893,Home,2811162.88,15.21,Closed
1801,1747,Personal,1153133.99,10.98,Active
1802,4716,Personal,1569919.14,14.31,Active
1803,9221,Auto,4107349.34,13.53,Defaulted
1804,9169,Auto,1969852.75,7.87,Active
1805,1326,Auto,3058458.08,9.99,Active
1806,5076,Education,933407.29,13.18,Active
1807,6128,Education,4989698.22,7.11,Active
1808,2498,Education,3713330.54,13.73,Closed
1809,6407,Home,1924693.15,10.37,Active
1810,483,Home,3843948.45,13.86,Active
1811,6236,Education,4835331.1,11.55,Defaulted
1812,1430,Education,1313086.53,11.32,Active
1813,9175,Education,1100938.42,13.17,Active
1814,8210,Auto,3110199.21,9.23,Defaulted
1815,5629,Auto,1986976.22,16.54,Active
1816,8007,Home,1615033.93,13.36,Active
1817,272,Auto,3765826.84,16.58,Closed
1818,1025,Personal,1970930.36,12.58,Active
1819,8491,Personal,1952870.38,16.4,Active
1820,1186,Personal,564184.56,10.06,Active
1821,5143,Home,186582.65,10.58,Active
1822,8302,Education,2296410.47,12.92,Defaulted
1823,7111,Personal,1001081.13,17.63,Active
1824,7765,Home,2722504.23,10.47,Closed
1825,6636,Home,2902231.79,17.87,Active
1826,9342,Home,4862161.61,14.09,Active
1827,8292,Personal,792854.3,11.51,Active
1828,7670,Personal,4716649.09,15.19,Active
1829,7536,Auto,1680721.4,8.93,Active
1830,247,Education,977267.85,13.09,Active
1831,7086,Auto,3260650.09,11.77,Defaulted
1832,3763,Home,3239800.46,13.65,Closed
1833,4264,Personal,3505779.18,16.54,Active
1834,2208,Education,1841227.37,9.45,Active
1835,6630,Auto,503503.24,8.56,Active
1836,4105,Home,1554243.35,14.84,Active
1837,9648,Auto,437654.31,17.5,Active
1838,5434,Home,1045038.29,8.52,Defaulted
1839,9854,Personal,4947390.65,9.89,Active
1840,7058,Auto,267994.22,8.12,Active
1841,8976,Education,2545773.58,13.35,Closed
1842,1193,Home,4936114.34,9.53,Active
1843,6289,Home,1199283.61,9.23,Active
1844,1663,Home,925457.28,14.8,Active
1845,1731,Education,4199597.4,11.58,Defaulted
1846,4831,Auto,1149109.72,11.55,Active
1847,332,Personal,3115855.9,10.7,Active
1848,6580,Home,1859215.81,8.8,Active
1849,3785,Home,2704405.44,11.09,Active
1850,5054,Home,1154969.66,8.05,Active
1851,8524,Home,2382058.87,10.75,Active
1852,7206,Education,3784534.29,7.49,Closed
1853,9973,Auto,4352439.5,15.1,Closed
1854,3674,Education,1794692.25,7.27,Closed
1855,218,Auto,2805731.76,17.09,Active
1856,1318,Auto,896844.57,11.29,Defaulted
1857,1240,Personal,3879870.29,17.26,Active
1858,2144,Education,2639295.48,13.77,Active
1859,3025,Auto,341411.73,14.88,Closed
1860,4816,Home,974684.08,17.45,Active
1861,7695,Personal,682066.04,10.77,Active
1862,2902,Home,1075539.71,16.21,Active
1863,7861,Home,4108906.27,7.86,Defaulted
1864,1797,Home,2982889.29,11.91,Active
1865,1503,Home,1131495.33,7.55,Active
1866,5820,Personal,1738802.43,7.72,Active
1867,5285,Auto,1871031.8,11.6,Closed
1868,2395,Personal,2252967.9,13.89,Active
1869,9091,Auto,4978687.08,13.99,Active
1870,4566,Education,2913872.44,16.28,Active
1871,9882,Education,1966348.0,13.99,Closed
1872,1152,Auto,4805154.56,14.18,Closed
1873,5917,Education,3528502.58,17.52,Active
1874,5059,Auto,4534417.33,10.72,Active
1875,1321,Home,4810055.99,17.16,Active
1876,47,Personal,4075869.33,17.93,Active
1877,4618,Education,1405351.7,12.8,Active
1878,9630,Auto,758854.54,13.64,Active
1879,5168,Personal,1478917.28,10.09,Defaulted
1880,732,Education,502690.17,8.85,Active
1881,2628,Education,4899932.51,8.33,Active
1882,7763,Auto,80618.15,10.02,Active
1883,7249,Auto,3187385.56,7.41,Closed
1884,3160,Auto,4377425.38,13.76,Active
1885,6299,Education,462273.75,9.63,Closed
1886,2186,Auto,2021002.16,11.75,Active
1887,4349,Personal,3800072.83,13.78,Active
