ticket_id,customer_id,issue_type,created_at,resolved_at,satisfaction_score
9550,7186,Fraud Complaint,2025-02-16 01:45:12.664140,2025-02-19 01:45:12.664140,4
9551,7116,Fraud Complaint,2024-11-21 19:09:00.792146,2024-12-02 19:09:00.792146,2
9552,1577,Loan Query,2026-01-04 11:30:05.428361,2026-01-06 11:30:05.428361,1
9553,2900,Account Access,2026-02-15 04:07:35.274823,2026-02-22 04:07:35.274823,2
9554,3950,Account Access,2024-11-26 20:17:21.375176,2024-11-26 20:17:21.375176,5
9555,3208,UPI Failure,2026-02-28 12:10:19.073634,2026-03-11 12:10:19.073634,4
9556,7299,Account Access,2024-11-09 08:16:06.778368,2024-11-16 08:16:06.778368,5
9557,8503,Loan Query,2025-05-02 18:21:48.744843,2025-05-11 18:21:48.744843,2
9558,9037,Card Issue,2024-10-01 03:42:58.832559,2024-10-15 03:42:58.832559,
9559,3822,Loan Query,2024-09-19 18:29:20.921459,2024-09-22 18:29:20.921459,
9560,4521,Fraud Complaint,2026-04-07 16:05:33.245619,2026-04-20 16:05:33.245619,
9561,5926,Account Access,2025-04-15 20:21:12.785880,2025-04-22 20:21:12.785880,2
9562,6935,Card Issue,2026-06-11 12:48:07.088511,2026-06-16 12:48:07.088511,1
9563,2996,Card Issue,2024-12-21 08:57:01.343318,2025-01-02 08:57:01.343318,
9564,4114,Card Issue,2024-09-30 05:35:56.434551,2024-10-09 05:35:56.434551,4
9565,5119,Account Access,2025-05-16 23:35:51.606503,2025-05-17 23:35:51.606503,1
9566,8846,Account Access,2026-02-15 15:26:52.039541,2026-02-26 15:26:52.039541,2
9567,4844,Loan Query,2026-06-17 04:35:26.832012,2026-06-20 04:35:26.832012,4
9568,3025,Account Access,2025-08-23 11:47:49.685118,2025-09-05 11:47:49.685118,3
9569,9407,Loan Query,2025-09-17 10:17:57.711149,2025-09-28 10:17:57.711149,4
9570,7011,UPI Failure,2026-06-02 09:17:43.850620,2026-06-02 09:17:43.850620,4
9571,3851,Loan Query,2024-11-21 01:14:22.796327,2024-11-23 01:14:22.796327,3
9572,8279,Loan Query,2025-01-12 05:24:47.312764,2025-01-15 05:24:47.312764,5
9573,9105,Loan Query,2025-10-23 10:55:02.780969,2025-10-20 10:55:02.780969,3
9574,6309,Loan Query,2026-03-08 12:07:53.910262,2026-03-08 12:07:53.910262,4
9575,2750,Loan Query,2024-12-02 10:36:41.435831,2024-12-06 10:36:41.435831,4
9576,2850,Loan Query,2025-06-11 10:40:18.920152,2025-06-21 10:40:18.920152,2
9577,7561,Fraud Complaint,2026-03-24 17:09:46.933478,2026-04-04 17:09:46.933478,5
9578,4754,Fraud Complaint,2024-07-15 22:48:29.860730,2024-07-19 22:48:29.860730,3
9579,3492,Account Access,2025-07-15 05:56:32.376780,2025-07-23 05:56:32.376780,2
9580,5608,Account Access,2025-11-04 17:40:11.667347,2025-11-11 17:40:11.667347,1
9581,4666,Account Access,2026-02-03 12:03:53.568374,2026-02-14 12:03:53.568374,3
9582,7495,Card Issue,2025-07-13 02:15:22.300122,2025-07-13 02:15:22.300122,
9583,8732,Loan Query,2024-12-15 16:31:01.654593,2024-12-29 16:31:01.654593,5
9584,4061,Card Issue,2025-09-07 10:29:43.421133,2025-09-07 10:29:43.421133,1
9585,3987,Account Access,2024-09-23 18:14:21.065144,2024-10-02 18:14:21.065144,4
9586,5892,Loan Query,2024-08-19 09:49:09.968662,2024-08-19 09:49:09.968662,1
9587,1261,UPI Failure,2025-09-26 03:30:22.457357,2025-09-23 03:30:22.457357,3
9588,9399,Fraud Complaint,2025-07-07 17:03:46.694783,2025-07-17 17:03:46.694783,2
9589,8135,Fraud Complaint,2025-01-24 04:22:29.637569,2025-01-29 04:22:29.637569,1
9590,1867,Fraud Complaint,2024-11-30 08:00:24.379637,2024-12-05 08:00:24.379637,4
9591,7082,Card Issue,2024-10-05 21:36:32.135507,2024-10-07 21:36:32.135507,1
9592,2499,Loan Query,2025-08-04 11:25:03.291870,2025-08-12 11:25:03.291870,4
9593,5580,Account Access,2024-08-18 14:42:29.419734,2024-08-26 14:42:29.419734,
9594,3208,UPI Failure,2026-06-15 12:23:35.789791,2026-06-19 12:23:35.789791,3
9595,9135,UPI Failure,2025-02-06 02:57:42.319822,2025-02-07 02:57:42.319822,4
9596,1480,Fraud Complaint,2024-07-24 13:27:10.173658,2024-07-31 13:27:10.173658,1
9597,5390,Account Access,2024-10-22 03:39:44.123869,2024-10-24 03:39:44.123869,5
9598,6242,UPI Failure,2024-07-15 15:26:19.511221,2024-07-25 15:26:19.511221,2
9599,9975,Card Issue,2024-10-17 01:55:09.484658,2024-10-26 01:55:09.484658,2
9600,2813,Account Access,2025-08-07 17:14:31.851519,2025-08-11 17:14:31.851519,
9601,4215,Loan Query,2025-02-21 06:58:36.254461,2025-02-25 06:58:36.254461,3
9602,2893,Fraud Complaint,2025-08-21 10:43:14.669062,2025-08-28 10:43:14.669062,5
9603,3045,Loan Query,2025-04-24 23:33:29.178049,2025-05-04 23:33:29.178049,4
9604,6823,Fraud Complaint,2026-02-11 17:25:17.317999,2026-02-25 17:25:17.317999,4
9605,9540,UPI Failure,2024-06-27 14:19:52.375063,2024-07-11 14:19:52.375063,5
9606,5418,Card Issue,2026-02-06 21:42:58.799044,2026-02-08 21:42:58.799044,
9607,2762,UPI Failure,2024-11-10 22:38:43.845491,2024-11-15 22:38:43.845491,3
9608,5860,Card Issue,2026-06-08 22:16:20.204406,2026-06-20 22:16:20.204406,
9609,55,Fraud Complaint,2025-11-12 03:23:02.567621,2025-11-17 03:23:02.567621,3
9610,2237,Fraud Complaint,2025-07-10 16:53:28.723064,2025-07-14 16:53:28.723064,2
9611,1277,Card Issue,2024-08-27 09:56:26.511014,2024-08-30 09:56:26.511014,4
9612,7616,Account Access,2024-07-01 10:06:22.479808,2024-07-11 10:06:22.479808,1
9613,3452,Account Access,2025-05-26 14:51:22.878231,2025-06-04 14:51:22.878231,3
9614,2387,Account Access,2024-08-22 02:24:30.701641,2024-08-24 02:24:30.701641,
9615,597,Fraud Complaint,2025-07-15 07:49:42.088203,2025-07-20 07:49:42.088203,3
9616,5642,Loan Query,2024-09-30 16:58:23.873239,2024-10-12 16:58:23.873239,5
9617,563,Loan Query,2025-02-27 00:48:45.416624,2025-03-10 00:48:45.416624,3
9618,2424,Loan Query,2025-03-24 10:13:07.425492,2025-03-25 10:13:07.425492,3
9619,8347,Loan Query,2025-08-17 02:08:50.173477,2025-08-23 02:08:50.173477,1
9620,5840,Account Access,2026-03-31 14:45:49.263575,2026-04-04 14:45:49.263575,
9621,7577,Card Issue,2025-09-02 21:42:44.125241,2025-09-09 21:42:44.125241,5
9622,2769,Card Issue,2024-07-05 14:55:36.306944,2024-07-13 14:55:36.306944,3
9623,2164,Card Issue,2025-08-05 08:57:28.252807,2025-08-05 08:57:28.252807,2
9624,9435,Card Issue,2024-11-11 17:21:09.581958,2024-11-22 17:21:09.581958,2
9625,690,UPI Failure,2024-10-02 00:46:02.121449,2024-10-11 00:46:02.121449,5
9626,8897,Account Access,2025-03-05 19:25:05.399289,2025-03-14 19:25:05.399289,2
9627,2255,Fraud Complaint,2024-10-25 03:50:13.347409,2024-11-05 03:50:13.347409,5
9628,6714,Account Access,2025-10-31 13:17:03.546605,2025-11-02 13:17:03.546605,
9629,9815,Fraud Complaint,2026-02-17 04:24:46.816638,2026-02-27 04:24:46.816638,5
9630,1363,UPI Failure,2024-06-23 21:16:27.994558,2024-07-04 21:16:27.994558,5
9631,9731,Loan Query,2025-08-12 18:38:35.232958,2025-08-16 18:38:35.232958,4
9632,2987,Fraud Complaint,2025-03-30 01:10:01.292893,2025-04-13 01:10:01.292893,3
9633,8030,UPI Failure,2025-02-03 06:58:01.252980,2025-02-07 06:58:01.252980,3
9634,2249,Account Access,2024-08-17 17:24:02.455026,2024-08-19 17:24:02.455026,3
9635,9038,Fraud Complaint,2025-06-19 01:12:27.622447,2025-07-01 01:12:27.622447,1
9636,3504,UPI Failure,2025-04-26 01:24:09.983761,2025-05-07 01:24:09.983761,4
9637,2145,Loan Query,2026-06-09 20:42:40.144829,2026-06-09 20:42:40.144829,5
9638,9403,Loan Query,2024-10-27 18:07:52.504720,2024-10-31 18:07:52.504720,5
9639,6346,Card Issue,2024-08-09 02:23:30.853084,2024-08-11 02:23:30.853084,3
9640,5798,Fraud Complaint,2026-06-03 08:17:36.977823,2026-06-11 08:17:36.977823,5
9641,461,Loan Query,2024-09-26 23:53:01.942777,2024-09-26 23:53:01.942777,
9642,7787,Fraud Complaint,2026-03-12 08:22:41.068556,2026-03-22 08:22:41.068556,1
9643,1345,Loan Query,2025-11-20 04:32:42.052440,2025-12-03 04:32:42.052440,2
9644,33,Loan Query,2025-11-20 01:11:27.891672,2025-12-04 01:11:27.891672,5
9645,2586,Account Access,2025-01-01 01:33:14.041508,2025-01-07 01:33:14.041508,2
9646,5389,Loan Query,2025-06-24 03:45:37.700978,2025-06-27 03:45:37.700978,4
9647,1646,Loan Query,2026-01-01 00:56:17.011948,2026-01-04 00:56:17.011948,
9648,9555,Loan Query,2024-07-01 14:12:31.480223,2024-07-11 14:12:31.480223,
9649,6639,UPI Failure,2025-03-24 12:18:33.199122,2025-03-26 12:18:33.199122,4
9650,5066,UPI Failure,2025-01-08 15:42:40.934883,2025-01-10 15:42:40.934883,
9651,7101,Card Issue,2026-02-26 14:07:46.211964,2026-03-03 14:07:46.211964,
9652,8492,UPI Failure,2024-12-29 00:08:29.952599,2025-01-04 00:08:29.952599,
9653,7622,Card Issue,2026-04-26 05:25:31.279109,2026-05-05 05:25:31.279109,4
9654,1055,Account Access,2025-06-28 06:02:12.391042,2025-07-02 06:02:12.391042,5
9655,1012,Loan Query,2025-08-30 06:45:15.454953,2025-09-07 06:45:15.454953,1
9656,1783,UPI Failure,2024-10-04 20:44:07.757837,2024-10-11 20:44:07.757837,1
9657,2032,Fraud Complaint,2026-06-13 14:00:51.429413,2026-06-14 14:00:51.429413,5
9658,9590,Account Access,2026-05-04 11:50:08.404228,2026-05-15 11:50:08.404228,4
9659,8855,Card Issue,2025-10-05 11:24:56.819217,2025-10-10 11:24:56.819217,3
9660,1106,Fraud Complaint,2025-04-03 07:31:34.091906,2025-04-12 07:31:34.091906,2
9661,7742,Card Issue,2026-04-01 17:08:01.237590,2026-04-04 17:08:01.237590,1
9662,3502,Card Issue,2025-09-18 12:54:51.559652,2025-09-18 12:54:51.559652,1
9663,7658,UPI Failure,2025-01-20 14:28:16.743481,2025-02-03 14:28:16.743481,3
9664,2566,Card Issue,2025-10-13 14:48:57.590490,2025-10-24 14:48:57.590490,4
9665,9187,UPI Failure,2025-08-07 00:24:26.664492,2025-08-20 00:24:26.664492,2
9666,3352,UPI Failure,2024-09-21 23:52:36.080681,2024-10-02 23:52:36.080681,1
9667,7449,Card Issue,2024-09-08 02:14:04.143492,2024-09-15 02:14:04.143492,4
9668,4285,Loan Query,2026-02-19 12:26:36.780271,2026-02-28 12:26:36.780271,4
9669,1341,Loan Query,2024-11-27 07:46:29.636491,2024-12-06 07:46:29.636491,
9670,4120,UPI Failure,2025-06-30 08:56:53.837284,2025-06-30 08:56:53.837284,4
9671,4418,Account Access,2025-05-20 13:10:52.083749,2025-05-27 13:10:52.083749,2
9672,4761,UPI Failure,2025-07-15 01:48:52.115182,2025-07-21 01:48:52.115182,
9673,2934,UPI Failure,2026-04-19 09:38:09.736221,2026-05-03 09:38:09.736221,1
9674,101,Card Issue,2025-08-08 20:36:47.200498,2025-08-16 20:36:47.200498,4
9675,4238,Loan Query,2025-12-08 15:32:08.594148,2025-12-18 15:32:08.594148,
9676,6116,Account Access,2025-11-21 05:08:28.923031,2025-11-28 05:08:28.923031,3
9677,5793,Card Issue,2025-07-17 02:11:04.892661,2025-07-19 02:11:04.892661,1
9678,8281,Fraud Complaint,2025-01-02 10:10:40.666805,2025-01-13 10:10:40.666805,3
9679,2197,Card Issue,2024-07-29 19:45:03.287171,2024-08-12 19:45:03.287171,1
9680,1739,UPI Failure,2025-01-30 05:02:26.804802,2025-02-08 05:02:26.804802,4
9681,8174,Card Issue,2025-07-03 01:07:05.820596,2025-07-11 01:07:05.820596,2
9682,7613,Loan Query,2025-02-12 08:44:40.060163,2025-02-18 08:44:40.060163,3
9683,3655,Account Access,2026-01-06 17:14:07.935138,2026-01-17 17:14:07.935138,5
9684,6286,UPI Failure,2025-05-19 23:39:51.008761,2025-05-29 23:39:51.008761,2
9685,8793,UPI Failure,2026-05-23 17:35:48.056432,2026-06-01 17:35:48.056432,3
9686,8965,Account Access,2024-06-23 18:42:25.296428,2024-07-06 18:42:25.296428,2
9687,3789,Card Issue,2025-11-18 05:41:23.444546,2025-11-21 05:41:23.444546,1
9688,7142,UPI Failure,2025-07-26 16:42:30.625552,2025-08-08 16:42:30.625552,
9689,7819,Fraud Complaint,2026-06-05 00:47:46.199592,2026-06-05 00:47:46.199592,1
9690,9561,UPI Failure,2024-09-14 21:00:17.666398,2024-09-18 21:00:17.666398,
9691,4702,Card Issue,2026-02-02 07:47:24.765809,2026-02-14 07:47:24.765809,3
9692,9648,Account Access,2025-08-03 18:47:10.124787,2025-08-12 18:47:10.124787,
9693,1551,Account Access,2025-11-26 08:58:12.224471,2025-11-23 08:58:12.224471,5
9694,3031,UPI Failure,2025-06-22 18:54:29.283033,2025-07-03 18:54:29.283033,3
9695,8527,Account Access,2025-02-25 21:56:15.767489,2025-02-28 21:56:15.767489,5
9696,1987,Fraud Complaint,2024-07-02 09:46:58.464209,2024-07-14 09:46:58.464209,1
9697,4468,Card Issue,2024-11-10 18:26:59.836097,2024-11-12 18:26:59.836097,
9698,3315,UPI Failure,2026-03-19 20:22:22.668128,2026-03-30 20:22:22.668128,3
9699,910,UPI Failure,2025-05-09 09:02:22.866791,2025-05-09 09:02:22.866791,3
9700,1767,Loan Query,2025-03-25 14:09:28.409214,2025-03-29 14:09:28.409214,1
9701,4954,Card Issue,2025-09-09 04:22:25.461166,2025-09-14 04:22:25.461166,3
9702,1014,Loan Query,2025-11-08 07:18:18.272470,2025-11-19 07:18:18.272470,1
9703,6555,Account Access,2024-09-25 01:14:58.811786,2024-09-26 01:14:58.811786,3
9704,5613,Fraud Complaint,2025-07-11 05:31:28.025998,2025-07-22 05:31:28.025998,1
9705,1299,Account Access,2025-03-31 21:06:51.654150,2025-04-13 21:06:51.654150,1
9706,5210,Fraud Complaint,2025-09-08 19:57:56.646219,2025-09-17 19:57:56.646219,1
9707,5258,Card Issue,2025-04-13 14:19:47.202619,2025-04-22 14:19:47.202619,3
9708,4772,Account Access,2025-05-31 03:33:18.323862,2025-06-12 03:33:18.323862,1
9709,1074,Account Access,2025-02-05 14:50:23.855264,2025-02-14 14:50:23.855264,
9710,879,Card Issue,2026-02-28 08:34:33.407068,2026-03-12 08:34:33.407068,
9711,2433,Fraud Complaint,2024-09-17 11:21:33.135735,2024-09-20 11:21:33.135735,
9712,2590,UPI Failure,2025-02-14 01:05:39.344982,2025-02-23 01:05:39.344982,2
9713,2226,Loan Query,2024-08-16 13:16:53.659566,2024-08-20 13:16:53.659566,4
9714,1214,Fraud Complaint,2025-12-16 13:36:41.040083,2025-12-30 13:36:41.040083,3
9715,9633,Loan Query,2025-05-18 08:07:36.717967,2025-05-23 08:07:36.717967,5
9716,2351,Account Access,2026-02-17 11:42:42.775300,2026-02-24 11:42:42.775300,1
9717,6538,Card Issue,2025-01-16 21:15:39.524384,2025-01-30 21:15:39.524384,4
9718,6242,UPI Failure,2026-01-21 21:22:51.751908,2026-02-04 21:22:51.751908,4
9719,5008,Fraud Complaint,2025-07-30 01:52:32.511942,2025-08-07 01:52:32.511942,2
9720,9333,Loan Query,2025-11-20 12:58:08.021627,2025-12-02 12:58:08.021627,4
9721,9455,Account Access,2024-08-20 01:02:38.755144,2024-08-28 01:02:38.755144,2
9722,1084,UPI Failure,2026-04-16 03:26:29.846659,2026-04-22 03:26:29.846659,1
9723,154,Account Access,2025-11-16 02:12:12.004073,2025-11-19 02:12:12.004073,
9724,8246,Fraud Complaint,2025-07-21 16:23:32.507575,2025-07-27 16:23:32.507575,3
9725,6388,Fraud Complaint,2024-12-18 18:46:12.007607,2024-12-24 18:46:12.007607,2
9726,9391,UPI Failure,2024-09-28 03:57:03.592440,2024-10-07 03:57:03.592440,4
9727,5149,UPI Failure,2024-10-21 16:09:12.230349,2024-10-21 16:09:12.230349,1
9728,6595,Card Issue,2024-12-18 12:54:00.573214,2024-12-23 12:54:00.573214,3
9729,4746,Fraud Complaint,2025-04-27 22:47:46.686594,2025-04-29 22:47:46.686594,3
9730,7422,Account Access,2026-02-23 11:22:11.713094,2026-03-08 11:22:11.713094,4
9731,8091,Account Access,2025-06-16 02:36:14.271213,2025-06-24 02:36:14.271213,5
9732,7759,Account Access,2024-12-19 15:17:14.711219,2024-12-26 15:17:14.711219,
9733,3407,Account Access,2025-05-04 03:08:06.433791,2025-05-11 03:08:06.433791,3
9734,41,Fraud Complaint,2024-11-09 01:23:54.010118,2024-11-23 01:23:54.010118,2
9735,7718,Account Access,2026-04-25 03:58:31.054977,2026-05-06 03:58:31.054977,2
9736,9859,UPI Failure,2025-01-06 12:11:36.290619,2025-01-08 12:11:36.290619,4
9737,2696,Card Issue,2025-06-05 20:10:35.227281,2025-06-09 20:10:35.227281,1
9738,7839,Card Issue,2025-09-18 09:20:00.125952,2025-10-01 09:20:00.125952,5
9739,1374,Fraud Complaint,2024-08-31 20:56:54.373565,2024-09-10 20:56:54.373565,
9740,8261,Fraud Complaint,2025-06-01 22:20:24.008631,2025-06-09 22:20:24.008631,2
9741,4448,Account Access,2025-12-10 22:49:08.687865,2025-12-22 22:49:08.687865,2
9742,7090,Card Issue,2025-04-20 03:00:02.365855,2025-05-04 03:00:02.365855,4
9743,9577,Loan Query,2024-10-15 10:56:59.828967,2024-10-29 10:56:59.828967,2
9744,6791,Fraud Complaint,2025-01-27 17:09:08.978677,2025-02-07 17:09:08.978677,5
9745,5562,Card Issue,2026-03-02 19:42:53.246738,2026-03-16 19:42:53.246738,1
9746,9443,UPI Failure,2026-01-06 21:31:14.266261,2026-01-06 21:31:14.266261,3
9747,9056,Card Issue,2025-08-23 07:51:34.073639,2025-09-01 07:51:34.073639,2
9748,3866,Loan Query,2025-03-28 10:59:54.019172,2025-04-04 10:59:54.019172,
9749,7797,Fraud Complaint,2024-09-05 20:04:50.797172,2024-09-13 20:04:50.797172,3
9750,6414,UPI Failure,2026-06-11 17:15:58.091467,2026-06-22 17:15:58.091467,
9751,3566,Account Access,2026-04-02 06:59:55.787372,2026-04-13 06:59:55.787372,1
9752,213,UPI Failure,2025-01-05 11:36:59.726231,2025-01-14 11:36:59.726231,5
9753,8244,Account Access,2026-01-03 23:28:44.680931,2026-01-11 23:28:44.680931,
9754,7501,UPI Failure,2026-05-02 05:39:04.234104,2026-05-04 05:39:04.234104,4
9755,8766,Card Issue,2024-12-18 07:30:13.524504,2024-12-21 07:30:13.524504,
9756,5132,Fraud Complaint,2024-08-22 19:17:31.664644,2024-09-04 19:17:31.664644,3
9757,8539,Card Issue,2026-03-18 15:56:23.642706,2026-03-30 15:56:23.642706,4
9758,9599,Account Access,2026-02-24 20:06:45.691042,2026-03-04 20:06:45.691042,4
9759,8211,Account Access,2025-12-28 02:00:37.672322,2026-01-03 02:00:37.672322,2
9760,4514,Card Issue,2025-08-01 17:44:16.803064,2025-08-02 17:44:16.803064,2
9761,8588,Loan Query,2025-01-17 09:39:05.071318,2025-01-24 09:39:05.071318,2
9762,2013,Card Issue,2026-03-04 11:06:52.934825,2026-03-14 11:06:52.934825,5
9763,6568,UPI Failure,2025-09-25 01:57:42.772827,2025-10-03 01:57:42.772827,2
9764,3959,Fraud Complaint,2025-10-09 01:20:44.641315,2025-10-09 01:20:44.641315,4
9765,250,Card Issue,2025-09-17 18:19:54.210530,2025-09-18 18:19:54.210530,1
9766,4401,Account Access,2025-07-01 01:47:03.467231,2025-07-01 01:47:03.467231,4
9767,8383,Account Access,2025-12-29 22:02:11.096774,2026-01-09 22:02:11.096774,4
9768,2293,Fraud Complaint,2025-10-17 08:27:20.345774,2025-10-30 08:27:20.345774,
9769,1774,Account Access,2024-11-10 23:48:02.766789,2024-11-10 23:48:02.766789,
9770,3770,Fraud Complaint,2025-09-28 06:29:49.998573,2025-10-04 06:29:49.998573,1
9771,6941,Loan Query,2025-09-08 11:59:31.378285,2025-09-15 11:59:31.378285,1
9772,9629,Card Issue,2026-02-25 09:45:01.974861,2026-02-28 09:45:01.974861,2
9773,4434,Fraud Complaint,2025-03-28 12:04:32.981092,2025-03-28 12:04:32.981092,1
9774,8151,Fraud Complaint,2025-05-30 01:55:54.466960,2025-05-30 01:55:54.466960,5
9775,7553,Account Access,2025-10-15 18:36:00.860365,2025-10-12 18:36:00.860365,
9776,8337,Loan Query,2024-10-31 03:39:56.138330,2024-11-03 03:39:56.138330,
9777,2700,Account Access,2025-03-09 20:10:55.326208,2025-03-21 20:10:55.326208,5
9778,6570,Loan Query,2025-02-15 08:42:14.090090,2025-02-17 08:42:14.090090,5
9779,9721,Loan Query,2024-08-25 23:36:33.159826,2024-08-26 23:36:33.159826,
9780,4436,Fraud Complaint,2024-07-01 02:38:24.102461,2024-07-13 02:38:24.102461,1
9781,6694,Card Issue,2025-03-12 07:56:59.190512,2025-03-15 07:56:59.190512,2
9782,8599,Fraud Complaint,2025-08-04 11:43:19.298758,2025-08-12 11:43:19.298758,3
9783,2761,Card Issue,2026-03-22 13:10:13.334279,2026-03-26 13:10:13.334279,3
9784,9199,Fraud Complaint,2025-10-31 23:15:11.577668,2025-11-10 23:15:11.577668,4
9785,7103,Card Issue,2026-03-09 02:59:22.004201,2026-03-11 02:59:22.004201,2
9786,9299,UPI Failure,2024-12-03 19:05:04.384810,2024-12-08 19:05:04.384810,4
9787,398,UPI Failure,2026-01-30 08:39:06.602509,2026-02-03 08:39:06.602509,3
9788,4242,Fraud Complaint,2026-05-22 06:05:27.427117,2026-05-22 06:05:27.427117,2
9789,8436,Fraud Complaint,2024-08-17 10:29:29.624182,2024-08-31 10:29:29.624182,2
9790,5427,Loan Query,2026-01-06 10:23:08.309495,2026-01-07 10:23:08.309495,
9791,4231,Card Issue,2025-07-31 17:15:08.433208,2025-08-08 17:15:08.433208,
9792,3612,Card Issue,2026-05-02 14:08:07.445284,2026-05-09 14:08:07.445284,5
9793,6438,Account Access,2025-05-15 13:26:04.606794,2025-05-17 13:26:04.606794,3
9794,1733,UPI Failure,2024-08-28 02:41:20.075193,2024-09-05 02:41:20.075193,4
9795,4301,Fraud Complaint,2026-06-07 14:42:08.853042,2026-06-12 14:42:08.853042,4
9796,3444,UPI Failure,2025-01-08 04:58:10.458879,2025-01-14 04:58:10.458879,3
9797,6315,Fraud Complaint,2026-04-27 03:55:47.251090,2026-05-10 03:55:47.251090,5
9798,4767,UPI Failure,2024-07-02 20:31:49.673001,2024-07-04 20:31:49.673001,4
9799,4461,UPI Failure,2025-12-03 13:04:18.330216,2025-12-14 13:04:18.330216,4
9800,7863,UPI Failure,2024-09-18 08:30:58.317501,2024-09-22 08:30:58.317501,3
9801,2698,Fraud Complaint,2025-05-02 15:50:57.503282,2025-05-07 15:50:57.503282,
9802,1989,Card Issue,2025-02-28 16:51:21.997388,2025-02-28 16:51:21.997388,5
9803,2340,Fraud Complaint,2024-11-14 07:59:19.187215,2024-11-14 07:59:19.187215,3
9804,7146,Account Access,2024-10-27 06:36:33.685109,2024-10-27 06:36:33.685109,
9805,2747,Account Access,2024-11-05 20:52:51.635407,2024-11-19 20:52:51.635407,2
9806,3370,Fraud Complaint,2026-01-18 11:53:24.114345,2026-01-27 11:53:24.114345,5
9807,682,Account Access,2024-09-25 04:52:53.548167,2024-10-09 04:52:53.548167,
9808,1106,Card Issue,2025-03-13 02:53:48.342309,2025-03-15 02:53:48.342309,3
9809,4188,UPI Failure,2026-01-14 00:48:28.620730,2026-01-25 00:48:28.620730,2
9810,9323,Card Issue,2024-11-12 03:49:49.395223,2024-11-22 03:49:49.395223,2
9811,7717,Account Access,2026-03-27 04:46:55.509003,2026-04-02 04:46:55.509003,4
9812,3932,Loan Query,2025-02-05 22:49:19.721383,2025-02-17 22:49:19.721383,4
9813,8561,Card Issue,2025-07-26 09:32:14.405974,2025-07-31 09:32:14.405974,3
9814,9971,Loan Query,2025-11-25 20:33:12.570153,2025-12-09 20:33:12.570153,3
9815,8805,Card Issue,2025-06-05 14:44:35.175234,2025-06-13 14:44:35.175234,5
9816,5025,UPI Failure,2025-06-05 08:44:01.174359,2025-06-07 08:44:01.174359,5
9817,6094,UPI Failure,2026-02-05 09:20:24.931029,2026-02-18 09:20:24.931029,5
9818,3593,Account Access,2025-09-07 05:34:18.066567,2025-09-19 05:34:18.066567,2
9819,4709,Fraud Complaint,2025-12-11 08:59:54.062427,2025-12-23 08:59:54.062427,1
9820,7587,Fraud Complaint,2024-07-27 08:06:43.714487,2024-08-09 08:06:43.714487,3
9821,9150,Fraud Complaint,2025-03-06 09:01:06.061276,2025-03-11 09:01:06.061276,1
9822,5336,Account Access,2024-10-09 20:08:11.642409,2024-10-11 20:08:11.642409,5
9823,9524,UPI Failure,2025-08-18 23:27:49.633971,2025-08-18 23:27:49.633971,1
9824,5923,UPI Failure,2024-06-21 14:39:57.854980,2024-06-23 14:39:57.854980,5
9825,2187,Card Issue,2025-07-17 17:00:18.126664,2025-07-18 17:00:18.126664,4
9826,3353,Account Access,2024-06-21 22:49:07.492018,2024-06-28 22:49:07.492018,3
9827,9665,Card Issue,2026-05-16 16:34:53.140708,2026-05-25 16:34:53.140708,5
9828,6176,UPI Failure,2026-05-28 11:16:23.067150,2026-06-06 11:16:23.067150,1
9829,6483,Loan Query,2025-10-11 04:25:48.243053,2025-10-22 04:25:48.243053,
9830,6648,Fraud Complaint,2024-12-11 18:45:41.126622,2024-12-21 18:45:41.126622,4
9831,1617,Fraud Complaint,2024-10-21 10:32:16.036796,2024-10-21 10:32:16.036796,
9832,2481,UPI Failure,2024-12-08 23:36:39.565579,2024-12-10 23:36:39.565579,5
9833,6502,UPI Failure,2024-11-02 23:19:50.230615,2024-11-15 23:19:50.230615,5
9834,1466,Fraud Complaint,2026-02-17 19:00:22.944345,2026-03-02 19:00:22.944345,4
9835,9352,Account Access,2024-10-26 10:21:53.348550,2024-11-08 10:21:53.348550,2
9836,3804,UPI Failure,2024-08-04 11:42:34.551192,2024-08-13 11:42:34.551192,1
9837,9568,Account Access,2026-04-17 06:58:09.014585,2026-04-17 06:58:09.014585,4
9838,5889,Account Access,2025-04-23 11:57:03.172090,2025-05-05 11:57:03.172090,2
9839,248,UPI Failure,2024-08-19 12:05:07.634393,2024-08-21 12:05:07.634393,5
9840,3139,Loan Query,2025-11-10 03:39:18.078677,2025-11-18 03:39:18.078677,5
9841,6469,Fraud Complaint,2025-03-30 11:24:20.242199,2025-04-12 11:24:20.242199,3
9842,7919,Loan Query,2024-06-19 18:12:17.075785,2024-06-26 18:12:17.075785,4
9843,3612,Fraud Complaint,2026-01-17 01:46:33.436599,2026-01-17 01:46:33.436599,4
9844,6695,Account Access,2024-11-05 09:09:29.679923,2024-11-07 09:09:29.679923,3
9845,1737,Loan Query,2025-12-14 06:04:07.282324,2025-12-18 06:04:07.282324,
9846,2669,Card Issue,2026-03-28 00:50:11.937819,2026-03-25 00:50:11.937819,1
9847,7860,Loan Query,2026-02-19 10:43:21.337033,2026-03-02 10:43:21.337033,
9848,4050,Fraud Complaint,2025-07-15 07:06:52.530162,2025-07-20 07:06:52.530162,4
9849,4894,Card Issue,2026-01-24 03:24:11.067848,2026-02-07 03:24:11.067848,3
9850,4656,Account Access,2024-10-21 16:52:32.121926,2024-10-28 16:52:32.121926,3
